"response"	"anonyme_id"	"type"	"ORDER"
"828"	"CHORE"	17547	"N"	88
"11166"	"SALILE"	17547	"N"	89
"10772"	"POPO"	17547	"N"	90
"3312"	"KWARARA"	17547	"N"	91
"8428"	"MUEMBE"	17547	"M"	92
"1593"	"KAA"	17547	"D"	93
"607"	"CHANJE"	17547	"N"	94
"2841"	"KOME"	17547	"D"	95
"10456"	"PAPA"	17547	"S"	96
"9334"	"NDUARO"	17547	"S"	97
"2021"	"KIBOKO"	17547	"W"	98
"9328"	"NDUARO"	17547	"S"	99
"2235"	"KIJUNGU MAFUTA"	17547	"S"	100
"8909"	"MWANI"	17547	"M"	101
"1680"	"KAMAMBA"	17547	"S"	102
"5711"	"MKANDAA"	17547	"M"	103
"1602"	"KAA"	17547	"D"	104
"610"	"CHANJE"	17547	"N"	105
"2827"	"KOME"	17547	"D"	106
"2793"	"KOMBE"	17547	"D"	107
"3084"	"KUKU"	18232	"N"	1
"7024"	"MPERA"	18232	"M"	2
"8372"	"MUEMBE"	18232	"M"	3
"7077"	"MPERA"	18232	"M"	4
"10423"	"PAPA"	18232	"S"	5
"9332"	"NDUARO"	18232	"S"	6
"1038"	"DAGAA"	18232	"S"	7
"3117"	"KUKU"	18232	"N"	8
"160"	"BATA"	18232	"N"	9
"4373"	"MBUZI"	18232	"W"	10
"9569"	"NGOMBE"	18232	"W"	11
"10329"	"PAKA"	18232	"W"	12
"131"	"BATA"	18232	"N"	13
"12071"	"TUMBILI"	18232	"W"	14
"9415"	"NGAWA"	18232	"S"	15
"10581"	"PELELE"	18232	"W"	16
"2741"	"KOMBA"	18232	"W"	17
"6619"	"MNANASI"	18232	"M"	18
"4776"	"MCHOCHA"	18232	"M"	19
"10250"	"NZI"	18232	"N"	20
"461"	"CHAKIAMWEZI"	18232	"N"	21
"2637"	"KOHO"	18232	"N"	22
"3412"	"KWEMBE"	18232	"N"	23
"11211"	"SAUTI"	18232	"N"	24
"4337"	"MBUZI"	18232	"W"	25
"8646"	"MUHOGO"	18232	"M"	26
"5875"	"MKARAFUU"	18232	"M"	27
"5100"	"MDALASINI"	18232	"M"	28
"5277"	"MFENESI"	18232	"M"	29
"1685"	"KAMBA"	18232	"S"	30
"10810"	"POPO"	18232	"N"	31
"10785"	"POPO"	18232	"N"	32
"9894"	"NJIWA MANGA"	18232	"N"	33
"4470"	"MBWA"	18232	"W"	34
"10550"	"PELELE"	18232	"W"	35
"3164"	"KUKU ZIWA"	18232	"N"	36
"5114"	"MDAMUDAMU"	18232	"M"	37
"6325"	"MKWAJU"	18232	"M"	38
"7681"	"MSHOKISHOKI"	18232	"M"	39
"1063"	"DAGAA MSUMARI"	18232	"S"	40
"292"	"BOMBO"	18232	"S"	41
"8132"	"MTONDOO"	18232	"M"	42
"7084"	"MPERA"	18232	"M"	43
"7149"	"MPESHENI"	18232	"M"	44
"336"	"BUKU"	18232	"W"	45
"1730"	"KAMBARE"	18232	"S"	46
"6114"	"MKUNGA"	18232	"S"	47
"287"	"BOMBO"	18232	"S"	48
"6709"	"MNAZI"	18232	"M"	49
"2645"	"KOHO"	18232	"N"	50
"2351"	"KIPANGA"	18232	"N"	51
"2381"	"KIPANGA ZUNGU"	18232	"N"	52
"1787"	"KANGA"	18232	"N"	53
"10079"	"NYOKA"	18232	"D"	54
"12243"	"UKUKWI"	18232	"D"	55
"1353"	"GANGAWIA"	18232	"D"	56
"12423"	"YETI"	18232	"G"	57
"5708"	"MKANDAA"	18232	"M"	58
"11558"	"SISIMIZI"	18232	"D"	59
"4310"	"MBUYU"	18232	"M"	60
"9219"	"MZIRA"	18232	"S"	61
"1808"	"KANGA"	18232	"N"	62
"10257"	"NZI"	18232	"N"	63
"10240"	"NZI"	18232	"N"	64
"11482"	"SIMBA"	18232	"W"	65
"11449"	"SIMBA"	18232	"W"	66
"10344"	"PAKA"	18749	"W"	1
"4493"	"MBWA"	18749	"W"	2
"9874"	"NJIWA"	18749	"N"	3
"1189"	"FARASI"	18749	"W"	4
"6645"	"MNAZI"	18749	"M"	5
"3740"	"MBELUNGI"	18749	"M"	6
"9806"	"NJIWA"	18749	"N"	7
"9771"	"NINGA"	18749	"N"	8
"7390"	"MRAMBA"	18749	"N"	9
"859"	"CHOZI"	18749	"N"	10
"3602"	"MANJA"	18749	"N"	11
"11908"	"TIGA"	18749	"N"	12
"737"	"CHEREWANDA"	18749	"N"	13
"11209"	"SAUTI"	18749	"N"	14
"3326"	"KWAU"	18749	"N"	15
"10395"	"PANGA ZUNGU"	18749	"N"	16
"9321"	"NDUARO"	18749	"S"	17
"1870"	"KASA"	18749	"D"	18
"2581"	"KOBE"	18749	"D"	19
"1759"	"KAMBARE"	18749	"S"	20
"6138"	"MKUNGA"	18749	"S"	21
"10114"	"NYOKA"	18749	"D"	22
"10560"	"PELELE"	18749	"W"	23
"1897"	"KASA"	18749	"D"	24
"12043"	"TUMBILI"	18749	"W"	25
"2774"	"KOMBA"	18749	"W"	26
"11008"	"PWERA"	18749	"N"	27
"10033"	"NYANI"	18749	"W"	28
"7058"	"MPERA"	18749	"M"	29
"3736"	"MBELUNGI"	18749	"M"	30
"6972"	"MPEASI"	18749	"M"	31
"11947"	"TONDO"	18749	"D"	32
"11696"	"TAISO"	18749	"S"	33
"9870"	"NJIWA"	18749	"N"	34
"10607"	"PEREGE"	18749	"S"	35
"350"	"BULIBULI"	18749	"S"	36
"294"	"BOMBO"	18749	"S"	37
"8901"	"MWANI"	18749	"M"	38
"1702"	"KAMBA"	18749	"S"	39
"2664"	"KOHO"	18749	"N"	40
"3291"	"KWARARA"	18749	"N"	41
"9768"	"NINGA"	18749	"N"	42
"343"	"BUKU"	18749	"W"	43
"5289"	"MFENESI"	18749	"M"	44
"9408"	"NGAWA"	18749	"S"	45
"10788"	"POPO"	18749	"N"	46
"10674"	"POMBOO"	18749	"S"	47
"9327"	"NDUARO"	18749	"S"	48
"1863"	"KASA"	18749	"D"	49
"10484"	"PAPA"	18749	"S"	50
"2612"	"KOBEA MINAZI"	18749	"N"	51
"9674"	"NGOMBE"	18749	"W"	52
"4398"	"MBUZI"	18749	"W"	53
"3537"	"MAKOMANZI"	18749	"G"	54
"10164"	"NYUKI"	18749	"D"	55
"10813"	"POPO"	18749	"N"	56
"3257"	"KURUMBIZA"	18749	"D"	57
"4890"	"MCHUNGWA"	18749	"M"	58
"6822"	"MPAPAI"	18749	"M"	59
"5377"	"MFENESI"	18749	"M"	60
"1965"	"KIAZI"	18749	"M"	61
"6773"	"MNAZI"	18749	"M"	62
"1819"	"KANGA"	18749	"N"	63
"3097"	"KUKU"	18749	"N"	64
"3649"	"MAVUMBUKA"	18749	"S"	65
"9752"	"NGURUWE"	18749	"W"	66
"6941"	"MPARACHICHI"	18749	"M"	67
"3366"	"KWECHE"	18749	"N"	68
"6594"	"MNANA"	18749	"N"	69
"864"	"CHOZI"	18749	"N"	70
"3473"	"KWEMBE"	18749	"N"	71
"2254"	"KIJUNGU MALIKO"	18749	"N"	72
"2924"	"KONGO"	18749	"N"	73
"11915"	"TONDO"	18749	"D"	74
"2866"	"KONDOO"	18749	"W"	75
"6315"	"MKWAJU"	18749	"M"	76
"3238"	"KUNGURU"	18749	"N"	77
"9574"	"NGOMBE"	18749	"W"	78
"276"	"BOMBO"	18749	"S"	79
"5041"	"MCHUOA ULIMI"	18749	"M"	80
"9279"	"NDIZI"	18749	"M"	81
"8622"	"MUHOGO"	18749	"M"	82
"3898"	"MBIRIMBI"	18749	"M"	83
"9970"	"NYANGUMI"	18749	"S"	84
"10219"	"NYUO"	18749	"D"	85
"10356"	"PANGA"	18749	"D"	86
"2840"	"KOME"	18749	"D"	87
"9237"	"MZIRA"	18749	"S"	88
"11097"	"PWEZA"	18749	"S"	89
"9448"	"NGISI"	18749	"S"	90
"1314"	"FUKULILE"	18749	"D"	91
"553"	"CHANJE"	18749	"N"	92
"12033"	"TUMBILI"	18749	"W"	93
"12306"	"UWANGA"	18749	"M"	94
"7213"	"MPILIPILI"	18749	"M"	95
"5820"	"MKARAFUU"	18749	"M"	96
"2521"	"KITUNGUU"	18749	"M"	97
"224"	"BIZARI"	18749	"M"	98
"7945"	"MTANGAWIZI"	18749	"M"	99
"11756"	"TATARA"	18749	"N"	100
"865"	"CHOZI"	18749	"N"	101
"1695"	"KAMBA"	18749	"S"	102
"11382"	"SHAKE"	18749	"N"	103
"8504"	"MUEMBE"	18749	"M"	104
"4794"	"MCHOCHA"	18749	"M"	105
"4726"	"MCHIKICHI"	18749	"M"	106
"7565"	"MSHELISHELI"	18749	"M"	107
"4023"	"MBUNGO"	18749	"M"	108
"12360"	"VIPO"	18749	"M"	109
"11392"	"SHEITANI"	18749	"G"	110
"9476"	"NGISI"	18749	"S"	111
"2337"	"KINYONYOFUO"	18749	"N"	112
"9957"	"NYALE"	18749	"D"	113
"8218"	"MTUGUU"	18749	"M"	114
"8195"	"MTUFAA"	18749	"M"	115
"7163"	"MPESHENI"	18749	"M"	116
"2063"	"KIBULUU"	18749	"N"	117
"10551"	"PELELE"	18749	"W"	118
"1217"	"FARASI"	18749	"W"	119
"2499"	"KITANGO"	18749	"M"	120
"1036"	"DAGAA"	18749	"S"	121
"51"	"BAKARI KICHWA"	18749	"S"	122
"11040"	"PWEZA"	18749	"S"	123
"680"	"CHAZA"	18749	"D"	124
"9198"	"MZIRA"	18749	"S"	125
"10750"	"PONO"	18749	"S"	126
"1634"	"KADONDO"	18749	"D"	127
"11941"	"TONDO"	18749	"D"	128
"1450"	"HARIRI"	18749	"D"	129
"881"	"CHOZI"	18749	"N"	130
"9220"	"MZIRA"	18749	"S"	131
"10145"	"NYOKA BAHARI"	18749	"S"	132
"7481"	"MSASA"	18749	"M"	133
"5054"	"MDALASINI"	18749	"M"	134
"5119"	"MDAMUDAMU"	18749	"M"	135
"9577"	"NGOMBE"	18758	"W"	1
"4333"	"MBUZI"	18758	"W"	2
"4497"	"MBWA"	18758	"W"	3
"2896"	"KONDOO"	18758	"W"	4
"10342"	"PAKA"	18758	"W"	5
"1154"	"FARASI"	18758	"W"	6
"9835"	"NJIWA"	18758	"N"	7
"11263"	"SAUTI"	18758	"N"	8
"880"	"CHOZI"	18758	"N"	9
"2355"	"KIPANGA"	18758	"N"	10
"3348"	"KWECHE"	18758	"N"	11
"6588"	"MNANA"	18758	"N"	12
"739"	"CHEREWANDA"	18758	"N"	13
"10859"	"PUGI"	18758	"N"	14
"9774"	"NINGA"	18758	"N"	15
"2667"	"KOHO"	18758	"N"	16
"2930"	"KONGO HADIA"	18758	"N"	17
"2978"	"KONGO MAJOKA"	18758	"N"	18
"3459"	"KWEMBE"	18758	"N"	19
"2105"	"KICHONGA"	18758	"N"	20
"3529"	"MAKAME KIJASI"	18758	"N"	21
"10487"	"PAPA"	18758	"S"	22
"12142"	"TUMBO"	18758	"S"	23
"10748"	"PONO"	18758	"S"	24
"524"	"CHANGU"	18758	"S"	25
"10664"	"POMBOO"	18758	"S"	26
"3051"	"KUBU"	18758	"S"	27
"282"	"BOMBO"	18758	"S"	28
"12007"	"TOTOVU"	18758	"S"	29
"6117"	"MKUNGA"	18758	"S"	30
"557"	"CHANJE"	18758	"N"	31
"1611"	"KAA"	18758	"D"	32
"8998"	"MWIVA"	18758	"S"	33
"9229"	"MZIRA"	18758	"S"	34
"1662"	"KAMAMBA"	18758	"S"	35
"9478"	"NGISI"	18758	"S"	36
"11062"	"PWEZA"	18758	"S"	37
"2843"	"KOME"	18758	"D"	38
"10382"	"PANGA"	18758	"D"	39
"11931"	"TONDO"	18758	"D"	40
"10008"	"NYANGUMI"	18758	"S"	41
"9523"	"NGOGO"	18758	"S"	42
"2087"	"KICHALE"	18758	"S"	43
"8495"	"MUEMBE"	18758	"M"	44
"9027"	"MZAITUNI"	18758	"M"	45
"9118"	"MZAMBARAU"	18758	"M"	46
"6399"	"MLIMAU"	18758	"M"	47
"5150"	"MDIMU"	18758	"M"	48
"6714"	"MNAZI"	18758	"M"	49
"4913"	"MCHUNGWA"	18758	"M"	50
"7627"	"MSHELISHELI"	18758	"M"	51
"6961"	"MPARACHICHI"	18758	"M"	52
"7140"	"MPERA"	18758	"M"	53
"5348"	"MFENESI"	18758	"M"	54
"4822"	"MCHOCHA"	18758	"M"	55
"7197"	"MPESHENI"	18758	"M"	56
"3801"	"MBELUNGI"	18758	"M"	57
"7831"	"MSTAFELI"	18758	"M"	58
"6788"	"MNYANYA"	18758	"M"	59
"5834"	"MKARAFUU"	18758	"M"	60
"8147"	"MTONDOO"	18758	"M"	61
"4123"	"MBUNGO"	18758	"M"	62
"4873"	"MCHOROKO"	18758	"M"	63
"5076"	"MDALASINI"	18758	"M"	64
"6188"	"MKUNGU"	18758	"M"	65
"3078"	"KUKU"	18758	"N"	66
"92"	"BATA"	18758	"N"	67
"174"	"BATA MZINGA"	18758	"N"	68
"1786"	"KANGA"	18758	"N"	69
"11788"	"TAUSI"	18758	"N"	70
"2589"	"KOBE"	18758	"D"	71
"12126"	"TUMBILI"	18758	"W"	72
"7726"	"MSHOKISHOKI"	18758	"M"	73
"4650"	"MCHENZA"	18758	"M"	74
"3929"	"MBIRIMBI"	18758	"M"	75
"4739"	"MCHIKICHI"	18758	"M"	76
"7972"	"MTENDE"	18758	"M"	77
"5450"	"MFUU"	18758	"M"	78
"4277"	"MBUYU"	18758	"M"	79
"7345"	"MPOPOO"	18758	"M"	80
"4169"	"MBURA"	18758	"M"	81
"6503"	"MMBU"	18758	"D"	82
"5778"	"MKANJA"	18758	"M"	83
"3681"	"MBALE"	18758	"M"	84
"7440"	"MSAJI"	18758	"M"	85
"8741"	"MVINJE"	18758	"M"	86
"5941"	"MKESHIA"	18758	"M"	87
"3859"	"MBILINGANI"	18758	"M"	88
"7251"	"MPILIPILI"	18758	"M"	89
"8274"	"MTUNGULE"	18758	"M"	90
"3668"	"MBAAZI"	18758	"M"	91
"4874"	"MCHOROKO"	18758	"M"	92
"7930"	"MTAMA"	18758	"M"	93
"3488"	"MAHARAGUE"	18758	"M"	94
"7380"	"MPUNGA"	18758	"M"	95
"2520"	"KITUNGUU"	18758	"M"	96
"8236"	"MTUGUU"	18758	"M"	97
"6612"	"MNANASI"	18758	"M"	98
"8050"	"MTIKTI"	18758	"M"	99
"7961"	"MTANGO"	18758	"M"	100
"9918"	"NJUGU"	18758	"M"	101
"5754"	"MKANDAA"	18758	"M"	102
"7510"	"MSASA"	18758	"M"	103
"7797"	"MSOO"	18758	"M"	104
"5665"	"MJIMBI"	18758	"M"	105
"5992"	"MKOKWA"	18758	"M"	106
"9348"	"NDUMA"	18758	"M"	107
"12157"	"TUNGULE"	18758	"M"	108
"7656"	"MSHOKISHOKI"	18758	"M"	109
"7769"	"MSISIMIZI"	18758	"M"	110
"7456"	"MSAJI"	18758	"M"	111
"4216"	"MBURA"	18758	"M"	112
"2775"	"KOMBA"	18758	"W"	113
"758"	"CHESI"	18758	"W"	114
"11633"	"SWALA"	18758	"W"	115
"10538"	"PELELE"	18758	"W"	116
"10945"	"PUNDA"	18758	"W"	117
"10416"	"PANYA"	18758	"W"	118
"10819"	"POPO"	18758	"N"	119
"1734"	"KAMBARE"	18758	"S"	120
"352"	"BULIBULI"	18758	"S"	121
"1423"	"GOLDI"	18758	"S"	122
"811"	"CHONJWE"	18758	"N"	123
"1915"	"KASUKU"	18758	"N"	124
"638"	"CHATU"	18758	"W"	125
"10215"	"NYUO"	18758	"D"	126
"2676"	"KOKOKO"	18758	"D"	127
"1635"	"KADONDO"	18758	"D"	128
"12373"	"VUMBUKA"	18758	"S"	129
"8900"	"MWANI"	18758	"M"	130
"11682"	"TAA"	18758	"S"	131
"11725"	"TASI"	18758	"S"	132
"2394"	"KIPEPEO"	18758	"D"	133
"10162"	"NYUKI"	18758	"D"	134
"893"	"CHUI"	18758	"S"	135
"11333"	"SEHEWA"	18758	"S"	136
"10034"	"NYANI"	18758	"W"	137
"11572"	"SOKWE"	18758	"W"	138
"8683"	"MUHOGO"	18758	"M"	139
"9273"	"NDIZI"	18758	"M"	140
"6000"	"MKOMAMANGA"	18758	"M"	141
"6269"	"MKUU WA USIKU"	18758	"M"	142
"6369"	"MLANGILANGI"	18758	"M"	143
"7460"	"MSAJI"	18758	"M"	144
"8317"	"MTUTUTU"	18758	"M"	145
"3841"	"MBIE"	18758	"M"	146
"6350"	"MKWAJU"	18758	"M"	147
"4609"	"MCHEKUNDU"	18758	"M"	148
"2544"	"KIVUMBASI"	18758	"M"	149
"8821"	"MVUMANYUKI"	18758	"M"	150
"1458"	"HAUNGONGWA"	18758	"M"	151
"8709"	"MUUDIUDI"	18758	"M"	152
"7353"	"MPOPOO"	18758	"M"	153
"6528"	"MMUMUNYA"	18758	"M"	154
"3277"	"KWARARA"	18758	"N"	155
"5747"	"MKANDAA"	18758	"M"	156
"4951"	"MCHUNGWA"	18959	"M"	1
"5026"	"MCHUNGWA KALI"	18959	"M"	2
"8438"	"MUEMBE"	18959	"M"	3
"5265"	"MFENESI"	18959	"M"	4
"7559"	"MSHELISHELI"	18959	"M"	5
"4240"	"MBUYU"	18959	"M"	6
"6652"	"MNAZI"	18959	"M"	7
"5514"	"MGOMBA"	18959	"M"	8
"7113"	"MPERA"	18959	"M"	9
"9651"	"NGOMBE"	18959	"W"	10
"4348"	"MBUZI"	18959	"W"	11
"3063"	"KUKU"	18959	"N"	12
"9789"	"NJIWA"	18959	"N"	13
"11203"	"SAUTI"	18959	"N"	14
"2079"	"KIBULUU"	18959	"N"	15
"783"	"CHEWA"	18959	"S"	16
"569"	"CHANJE"	18959	"N"	17
"10722"	"PONO"	18959	"S"	18
"11320"	"SEHEWA"	18959	"S"	19
"2719"	"KOLEKOLE SALEHE"	18959	"S"	20
"10489"	"PAPA"	18959	"S"	21
"9983"	"NYANGUMI"	18959	"S"	22
"10138"	"NYOKA"	18959	"D"	23
"1163"	"FARASI"	18959	"W"	24
"10917"	"PUNDA"	18959	"W"	25
"10983"	"PUNDAMILIA"	18959	"W"	26
"10059"	"NYATI"	18959	"W"	27
"12217"	"TWIGA"	18959	"W"	28
"11512"	"SIMBA"	18959	"W"	29
"9381"	"NGAMIA"	18959	"W"	30
"128"	"BATA"	18959	"N"	31
"4504"	"MBWA"	18959	"W"	32
"4064"	"MBUNGO"	18959	"M"	33
"2328"	"KINYONGA"	18959	"D"	34
"7183"	"MPESHENI"	18959	"M"	35
"6219"	"MKUNGU"	18959	"M"	36
"3677"	"MBAAZI"	18959	"M"	37
"3784"	"MBELUNGI"	18959	"M"	38
"2148"	"KIFARU"	18959	"W"	39
"11831"	"TEMBO"	18959	"S"	40
"12431"	"ZEBRA"	18959	"W"	41
"1749"	"KAMBARE"	18959	"S"	42
"457"	"CHAA"	18959	"S"	43
"1679"	"KAMAMBA"	18959	"S"	44
"1547"	"JUSIJUSI"	18959	"D"	45
"1553"	"JUSKAFIRI"	18959	"D"	46
"1848"	"KARAKAKA"	18959	"D"	47
"7500"	"MSASA"	18959	"M"	48
"7675"	"MSHOKISHOKI"	18959	"M"	49
"5848"	"MKARAFUU"	18959	"M"	50
"8138"	"MTONDOO"	18959	"M"	51
"8655"	"MUHOGO"	18959	"M"	52
"7249"	"MPILIPILI"	18959	"M"	53
"6238"	"MKUU WA USIKU"	18959	"M"	54
"5912"	"MKESHIA"	18959	"M"	55
"4673"	"MCHENZA MSITU"	18959	"M"	56
"4627"	"MCHENZA"	18959	"M"	57
"7281"	"MPINDAPINDAPO"	18959	"M"	58
"5662"	"MJIMBI"	18959	"M"	59
"4744"	"MCHIKICHI"	18959	"M"	60
"12480"	"ZIWARDE"	18959	"N"	61
"3936"	"MBIRIMBI"	18959	"M"	62
"5693"	"MKANDAA"	18959	"M"	63
"9119"	"MZAMBARAU"	18959	"M"	64
"5460"	"MFUU"	18959	"M"	65
"5102"	"MDALASINI"	18959	"M"	66
"7816"	"MSTAFELI"	18959	"M"	67
"5151"	"MDIMU"	18959	"M"	68
"6292"	"MKWAJU"	18959	"M"	69
"6437"	"MLIMAU"	18959	"M"	70
"9036"	"MZAITUNI"	18959	"M"	71
"7981"	"MTENDE"	18959	"M"	72
"8212"	"MTUFAA"	18959	"M"	73
"11510"	"SIMBA"	18959	"W"	74
"11804"	"TEMBO"	18959	"S"	75
"11648"	"SWALA"	18959	"W"	76
"10051"	"NYATI"	18959	"W"	77
"12444"	"ZEBRA"	18959	"W"	78
"920"	"CHUI"	18959	"S"	79
"3575"	"MAMBA"	18959	"W"	80
"10091"	"NYOKA"	18959	"D"	81
"12235"	"UKUKWI"	18959	"D"	82
"2323"	"KINYONGA"	18959	"D"	83
"4530"	"MBWA MWITU"	18959	"W"	84
"9831"	"NJIWA"	18959	"N"	85
"12481"	"ZIWARDE"	18959	"N"	86
"2985"	"KONGO MAJOKA"	18959	"N"	87
"886"	"CHOZI"	18959	"N"	88
"2047"	"KIBULUU"	18959	"N"	89
"12077"	"TUMBILI"	18959	"W"	90
"2764"	"KOMBA"	18959	"W"	91
"10267"	"PAA"	18959	"W"	92
"1232"	"FARASI"	18959	"W"	93
"10938"	"PUNDA"	18959	"W"	94
"4677"	"MCHENZA MSITU"	18959	"M"	95
"6165"	"MKUNGU"	18959	"M"	96
"5696"	"MKANDAA"	18959	"M"	97
"4316"	"MBUYU"	18959	"M"	98
"4033"	"MBUNGO"	18959	"M"	99
"4194"	"MBURA"	18959	"M"	100
"4298"	"MBUYU"	18959	"M"	101
"5951"	"MKESHIA"	18959	"M"	102
"8440"	"MUEMBE"	18959	"M"	103
"4981"	"MCHUNGWA"	18959	"M"	104
"697"	"CHAZA"	18959	"D"	105
"7604"	"MSHELISHELI"	18959	"M"	106
"4025"	"MBUNGO"	18959	"M"	107
"5082"	"MDALASINI"	18959	"M"	108
"7175"	"MPESHENI"	18959	"M"	109
"5237"	"MFENESI"	18959	"M"	110
"5130"	"MDIMU"	18959	"M"	111
"5505"	"MGOMBA"	18959	"M"	112
"6820"	"MPAPAI"	18959	"M"	113
"8808"	"MVULE"	18959	"M"	114
"7874"	"MSTAFELI"	18959	"M"	115
"3900"	"MBIRIMBI"	18959	"M"	116
"6740"	"MNAZI"	18959	"M"	117
"5816"	"MKARAFUU"	18959	"M"	118
"4842"	"MCHOCHA"	18959	"M"	119
"9132"	"MZAMBARAU"	18959	"M"	120
"4179"	"MBURA"	18959	"M"	121
"4690"	"MCHENZA MSITU"	18959	"M"	122
"6227"	"MKUNGU"	18959	"M"	123
"6643"	"MNAZI"	18959	"M"	124
"8673"	"MUHOGO"	18959	"M"	125
"7742"	"MSHOKISHOKI"	18959	"M"	126
"425"	"CHAA"	18959	"S"	127
"10749"	"PONO"	18959	"S"	128
"1739"	"KAMBARE"	18959	"S"	129
"2042"	"KIBUA"	18959	"S"	130
"1667"	"KAMAMBA"	18959	"S"	131
"9548"	"NGOGO"	18959	"S"	132
"12151"	"TUMBO KOTI"	18959	"S"	133
"2390"	"KIPEPEO"	18959	"D"	134
"10433"	"PAPA"	18959	"S"	135
"11302"	"SEHEWA"	18959	"S"	136
"2725"	"KOLEKOLE SALEHE"	18959	"S"	137
"10002"	"NYANGUMI"	18959	"S"	138
"11414"	"SIMBA"	18959	"W"	139
"914"	"CHUI"	18959	"S"	140
"12182"	"TWIGA"	18959	"W"	141
"12445"	"ZEBRA"	18959	"W"	142
"2144"	"KIFARU"	18959	"W"	143
"273"	"BOMBO"	18959	"S"	144
"8990"	"MWIVA"	18959	"S"	145
"874"	"CHOZI"	18959	"N"	146
"9817"	"NJIWA"	18959	"N"	147
"2961"	"KONGO MAJOKA"	18959	"N"	148
"2929"	"KONGO HADIA"	18959	"N"	149
"2751"	"KOMBA"	18959	"W"	150
"12048"	"TUMBILI"	18959	"W"	151
"10765"	"POPO"	18959	"N"	152
"11013"	"PWERA"	18959	"N"	153
"2347"	"KIPANGA"	18959	"N"	154
"3237"	"KUNGURU"	18959	"N"	155
"3146"	"KUKU"	19586	"N"	1
"9632"	"NGOMBE"	19586	"W"	2
"4431"	"MBUZI"	19586	"W"	3
"12061"	"TUMBILI"	19586	"W"	4
"10790"	"POPO"	19586	"N"	5
"11741"	"TASI"	19586	"S"	6
"2682"	"KOLEKOLE"	19586	"S"	7
"11292"	"SEHEWA"	19586	"S"	8
"9206"	"MZIRA"	19586	"S"	9
"10891"	"PUJU"	19586	"S"	10
"11055"	"PWEZA"	19586	"S"	11
"6088"	"MKUNGA"	19586	"S"	12
"1867"	"KASA"	19586	"D"	13
"2573"	"KOBE"	19586	"D"	14
"12229"	"UKEWE"	19586	"D"	15
"997"	"CHURA"	19586	"D"	16
"10117"	"NYOKA"	19586	"D"	17
"10413"	"PANYA"	19586	"W"	18
"11565"	"SISIMIZI"	19586	"D"	19
"11201"	"SASINDA"	19586	"D"	20
"972"	"CHUNGUCHUNGU"	19586	"D"	21
"10512"	"PAPA"	19586	"S"	22
"9996"	"NYANGUMI"	19586	"S"	23
"10675"	"POMBOO"	19586	"S"	24
"10083"	"NYOKA"	19586	"D"	25
"2299"	"KIMA"	19586	"W"	26
"11554"	"SISIMIZI"	19586	"D"	27
"12256"	"UKUKWI"	19586	"D"	28
"2423"	"KIROBOTO"	19586	"D"	29
"3202"	"KUNGUNI"	19586	"D"	30
"1453"	"HARIRI"	19586	"D"	31
"9813"	"NJIWA"	19586	"N"	32
"10861"	"PUGI"	19586	"N"	33
"1806"	"KANGA"	19586	"N"	34
"3388"	"KWECHE"	19586	"N"	35
"6596"	"MNANA"	19586	"N"	36
"11246"	"SAUTI"	19586	"N"	37
"11983"	"TONGO"	19586	"N"	38
"11892"	"TIGA"	19586	"N"	39
"9753"	"NGURUWE"	19586	"W"	40
"9432"	"NGAWA"	19586	"S"	41
"11616"	"SUNGURA"	19586	"W"	42
"916"	"CHUI"	19586	"S"	43
"5214"	"MEMBE"	19586	"N"	44
"3471"	"KWEMBE"	19586	"N"	45
"11172"	"SALILE"	19586	"N"	46
"3166"	"KUKU ZIWA"	19586	"N"	47
"3313"	"KWARARA"	19586	"N"	48
"10263"	"PAA"	19586	"W"	49
"2957"	"KONGO MAJOKA"	19586	"N"	50
"9901"	"NJIWA MANGA"	19586	"N"	51
"2706"	"KOLEKOLE"	19586	"S"	52
"11367"	"SEHEWA"	19586	"S"	53
"1498"	"JODARI"	19586	"S"	54
"966"	"CHUKA"	19586	"S"	55
"2839"	"KOME"	19586	"D"	56
"1708"	"KAMBA"	19586	"S"	57
"1540"	"JONGOO LA PWANI"	19586	"D"	58
"674"	"CHAZA"	19586	"D"	59
"2810"	"KOMBE"	19586	"D"	60
"10358"	"PANGA"	19586	"D"	61
"9969"	"NYAMATA"	19586	"D"	62
"374"	"BUNJU"	19586	"S"	63
"9696"	"NGOMBE BAHARI"	19586	"S"	64
"1610"	"KAA"	19586	"D"	65
"611"	"CHANJE"	19586	"N"	66
"10898"	"PUJU"	19586	"S"	67
"1824"	"KANGAJA"	19586	"S"	68
"10719"	"PONO"	19586	"S"	69
"1770"	"KANDAZA"	19586	"S"	70
"9006"	"MWIVA"	19586	"S"	71
"3052"	"KUBU"	19586	"S"	72
"517"	"CHANGU"	19586	"S"	73
"10744"	"PONO"	19586	"S"	74
"10067"	"NYENJE"	19586	"D"	75
"1851"	"KARAKAKA"	19586	"D"	76
"10160"	"NYUKI"	19586	"D"	77
"726"	"CHECHELE"	19586	"N"	78
"11898"	"TIGA"	19586	"N"	79
"838"	"CHOZI"	19586	"N"	80
"5216"	"MEMBE"	19586	"N"	81
"8643"	"MUHOGO"	19586	"M"	82
"1955"	"KIAZI"	19586	"M"	83
"9266"	"NDIZI"	19586	"M"	84
"6827"	"MPAPAI"	19586	"M"	85
"3196"	"KUNDE"	19586	"M"	86
"3495"	"MAHARAGUE"	19586	"M"	87
"7362"	"MPUNGA"	19586	"M"	88
