"Subj"	"Age"	"Gender"	"SES"	"Believe_God"	"Rej_Church"	"Order"	"Code"	"SISI_SCORE"	"Fusion_SCORE"	"MassAttendance"	"RelIDBASIC"	"God_Always_Never"	"GodCertainty_1"	"CatholicBelief_SCORE"	"CathMoral_SCORE"	"Rej_The_Ath"	"CN_CR_TR_AR"	"CN_CR_NC"	"IntMorRej"	"RejFact_1_Catholicreligiousbeliefsdidntmakesenseorwereu"	"RejFact_2_TheCatholicChurchsmoralvaluesareoutofdateor"	"RejFact_3_Thebehaviourofpeoplearoundmewhocalledthemselve"	"RejFact_4_ThesexualabusescandalsintheCatholicChurch"	"RejFact_5_ThefeelingthattheCatholicChurchwantstocontrol"	"RejFact_6_Catholicismwasirrelevanttomylife"	"RejFact_7_Ilearnedmoreaboutatheisthumanistsecularideas"	"RejFact_8_BoredomwithCatholicreligiousservices"	"RejFact_9_Ilearnedmoreaboutotherreligiousorspiritualbeli"	"RejFact_10_PeoplearoundmemostlypractisedCatholicismoutof"	"RejFact_12_Ilearnedmoreaboutscience"	"ParentsCatholic"	"CRED_SCORE"	"CathInfGood_Bad"	"ChurchInfToday"	"Trust_1_Atheists"	"Trust_2_Priests"	"Trust_5_Bishops"	"ScEmo_1_Anger"	"ScEmo_2_Disgust"	"ScEmo_3_Contempt"	"ScEmo_4_Shame"	"ScEmo_Amusement"	"ScEmo_Sadness"	"ScEmo_Disbelief"	"ScEmo_Shock"	"ScEmo_Norealfeelingsaboutit"	"ScEmo_Vindication_Ialreadyknewthechurchwasbad"	"Paedo_."	"CredDepl_1_GotoMass"	"CredDepl_2_GotoConfession"	"CredDepl_3_DonatemoneytotheChurchortoCatholiccharities"	"CredDepl_4_Gotothechurchtolightcandles"	"CredDepl_5_ReceiveashesonAshWednesday"	"CredDepl_6_Prayinfrontofotherpeople"	"CredDepl_7_Celebrateimportanteventsinmylifeormychildren"	"CredDepl_8_Blessmyselfwhilepassingachurch"	"CredDepl_9_GivesomethingupforLent"	"CredDepl_10_Confrontfamilymembersorpeopleinmycommunitywh"	"CredDepl_11_HidethefactthatIdidntreallybelieveinCathol"	"CredDepl_12_Noneoftheabove"	"Causes_1_Homosexualsjoiningthepriesthood"	"Causes_2_Paedophilesjoiningthepriesthood"	"Causes_3_Priestswerenottrainedaswellastheyusedtobe"	"Causes_4_IrishpeopleweretooobedienttoquestiontheChurchc"	"Causes_5_TheChurchcaredmoreaboutitsreputationthanaboutp"	"Causes_6_Priestlycelibacypriestsarenotallowedtomarry"	"Causes_7_Peoplewerelessawareofchildabuseinthepast"	"Causes_8_Peopleknewbutturnedablindeyetowhatwashappenin"	"Causes_9_TheChurchhadtoomuchpowerovertheState"	"Causes_10_Aresultofdecliningmoralsinsocietyingeneral"	"Causes_11_Theexploitationoftheissuebypeoplewhoareagains"	"Causes_12_OtherPleasesaywhatthisisintheboxbelow"	"Progressivism"	"MF_CUT"	"UrbRural"	"UrbRural_D"	"CSchool"	"SES2"
"825"	141	3	1	9	1	0	6	"Bible/Gospel"	16	8	3	2	1	2	16	28	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	41	4	4	5	6	8	3	1	7	6	8	4	9	2	10	5	25	1	1	1	0	0	0	0	0	0	0	0	0	4	7	7	7	1	5	6	7	7	7	7	4	-21	" "	1	1	1	1
"826"	141	3	1	9	1	0	7	"Clergy"	16	8	3	2	1	2	16	28	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	41	4	4	5	6	8	3	1	7	6	8	4	9	2	10	5	25	1	1	1	0	0	0	0	0	0	0	0	0	4	7	7	7	1	5	6	7	7	7	7	4	-21	" "	1	1	1	1
"827"	141	3	1	9	1	0	8	"Baptism"	16	8	3	2	1	2	16	28	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	41	4	4	5	6	8	3	1	7	6	8	4	9	2	10	5	25	1	1	1	0	0	0	0	0	0	0	0	0	4	7	7	7	1	5	6	7	7	7	7	4	-21	" "	1	1	1	1
"828"	141	3	1	9	1	0	9	"Church"	16	8	3	2	1	2	16	28	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	41	4	4	5	6	8	3	1	7	6	8	4	9	2	10	5	25	1	1	1	0	0	0	0	0	0	0	0	0	4	7	7	7	1	5	6	7	7	7	7	4	-21	" "	1	1	1	1
"829"	141	3	1	9	1	0	10	"Prayer"	16	8	3	2	1	2	16	28	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	41	4	4	5	6	8	3	1	7	6	8	4	9	2	10	5	25	1	1	1	0	0	0	0	0	0	0	0	0	4	7	7	7	1	5	6	7	7	7	7	4	-21	" "	1	1	1	1
"830"	141	3	1	9	1	0	11	"Prayer"	16	8	3	2	1	2	16	28	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	41	4	4	5	6	8	3	1	7	6	8	4	9	2	10	5	25	1	1	1	0	0	0	0	0	0	0	0	0	4	7	7	7	1	5	6	7	7	7	7	4	-21	" "	1	1	1	1
"831"	141	3	1	9	1	0	12	"Churches/Buildings"	16	8	3	2	1	2	16	28	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	41	4	4	5	6	8	3	1	7	6	8	4	9	2	10	5	25	1	1	1	0	0	0	0	0	0	0	0	0	4	7	7	7	1	5	6	7	7	7	7	4	-21	" "	1	1	1	1
"832"	141	3	1	9	1	0	13	"Clergy"	16	8	3	2	1	2	16	28	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	41	4	4	5	6	8	3	1	7	6	8	4	9	2	10	5	25	1	1	1	0	0	0	0	0	0	0	0	0	4	7	7	7	1	5	6	7	7	7	7	4	-21	" "	1	1	1	1
"833"	141	3	1	9	1	0	14	"Prayer"	16	8	3	2	1	2	16	28	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	41	4	4	5	6	8	3	1	7	6	8	4	9	2	10	5	25	1	1	1	0	0	0	0	0	0	0	0	0	4	7	7	7	1	5	6	7	7	7	7	4	-21	" "	1	1	1	1
"834"	141	3	1	9	1	0	15	"Woman Clergy"	16	8	3	2	1	2	16	28	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	41	4	4	5	6	8	3	1	7	6	8	4	9	2	10	5	25	1	1	1	0	0	0	0	0	0	0	0	0	4	7	7	7	1	5	6	7	7	7	7	4	-21	" "	1	1	1	1
"835"	141	3	1	9	1	0	16	"Blessings"	16	8	3	2	1	2	16	28	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	41	4	4	5	6	8	3	1	7	6	8	4	9	2	10	5	25	1	1	1	0	0	0	0	0	0	0	0	0	4	7	7	7	1	5	6	7	7	7	7	4	-21	" "	1	1	1	1
"836"	141	3	1	9	1	0	17	"Love"	16	8	3	2	1	2	16	28	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	41	4	4	5	6	8	3	1	7	6	8	4	9	2	10	5	25	1	1	1	0	0	0	0	0	0	0	0	0	4	7	7	7	1	5	6	7	7	7	7	4	-21	" "	1	1	1	1
"837"	141	3	1	9	1	0	26	"Jesus"	16	8	3	2	1	2	16	28	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	41	4	4	5	6	8	3	1	7	6	8	4	9	2	10	5	25	1	1	1	0	0	0	0	0	0	0	0	0	4	7	7	7	1	5	6	7	7	7	7	4	-21	" "	1	1	1	1
"838"	141	3	1	9	1	0	27	"Good/Holy"	16	8	3	2	1	2	16	28	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	41	4	4	5	6	8	3	1	7	6	8	4	9	2	10	5	25	1	1	1	0	0	0	0	0	0	0	0	0	4	7	7	7	1	5	6	7	7	7	7	4	-21	" "	1	1	1	1
"839"	141	3	1	9	1	0	28	"Sincerity/Honesty"	16	8	3	2	1	2	16	28	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	41	4	4	5	6	8	3	1	7	6	8	4	9	2	10	5	25	1	1	1	0	0	0	0	0	0	0	0	0	4	7	7	7	1	5	6	7	7	7	7	4	-21	" "	1	1	1	1
"840"	141	3	1	9	1	0	29	"Preaching/Sermons"	16	8	3	2	1	2	16	28	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	41	4	4	5	6	8	3	1	7	6	8	4	9	2	10	5	25	1	1	1	0	0	0	0	0	0	0	0	0	4	7	7	7	1	5	6	7	7	7	7	4	-21	" "	1	1	1	1
"841"	141	3	1	9	1	0	30	"Bible/Gospel"	16	8	3	2	1	2	16	28	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	41	4	4	5	6	8	3	1	7	6	8	4	9	2	10	5	25	1	1	1	0	0	0	0	0	0	0	0	0	4	7	7	7	1	5	6	7	7	7	7	4	-21	" "	1	1	1	1
"842"	142	5	1	2	0	0	2	"Pope"	14	13	2	1	3	3	11	19	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	32	2	4	5	4	6	7	3	1	6	9	2	5	4	10	8	18	0	0	1	1	0	1	0	0	1	0	0	0	1	6	2	7	7	2	4	7	7	2	1	NA	-13	" "	1	1	1	6
"843"	142	5	1	2	0	0	3	"Community"	14	13	2	1	3	3	11	19	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	32	2	4	5	4	6	7	3	1	6	9	2	5	4	10	8	18	0	0	1	1	0	1	0	0	1	0	0	0	1	6	2	7	7	2	4	7	7	2	1	NA	-13	" "	1	1	1	6
"844"	142	5	1	2	0	0	4	"Education System"	14	13	2	1	3	3	11	19	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	32	2	4	5	4	6	7	3	1	6	9	2	5	4	10	8	18	0	0	1	1	0	1	0	0	1	0	0	0	1	6	2	7	7	2	4	7	7	2	1	NA	-13	" "	1	1	1	6
"845"	142	5	1	2	0	0	1	"Abuse/Paedophilia"	14	13	2	1	3	3	11	19	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	32	2	4	5	4	6	7	3	1	6	9	2	5	4	10	8	18	0	0	1	1	0	1	0	0	1	0	0	0	1	6	2	7	7	2	4	7	7	2	1	NA	-13	" "	1	1	1	6
"846"	142	5	1	2	0	0	6	"Death"	14	13	2	1	3	3	11	19	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	32	2	4	5	4	6	7	3	1	6	9	2	5	4	10	8	18	0	0	1	1	0	1	0	0	1	0	0	0	1	6	2	7	7	2	4	7	7	2	1	NA	-13	" "	1	1	1	6
"847"	142	5	1	2	0	0	7	"Celibacy"	14	13	2	1	3	3	11	19	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	32	2	4	5	4	6	7	3	1	6	9	2	5	4	10	8	18	0	0	1	1	0	1	0	0	1	0	0	0	1	6	2	7	7	2	4	7	7	2	1	NA	-13	" "	1	1	1	6
"848"	142	5	1	2	0	0	8	"Patriarchal/Misogynist"	14	13	2	1	3	3	11	19	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	32	2	4	5	4	6	7	3	1	6	9	2	5	4	10	8	18	0	0	1	1	0	1	0	0	1	0	0	0	1	6	2	7	7	2	4	7	7	2	1	NA	-13	" "	1	1	1	6
"849"	142	5	1	2	0	0	5	"Scandal"	14	13	2	1	3	3	11	19	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	32	2	4	5	4	6	7	3	1	6	9	2	5	4	10	8	18	0	0	1	1	0	1	0	0	1	0	0	0	1	6	2	7	7	2	4	7	7	2	1	NA	-13	" "	1	1	1	6
"850"	142	5	1	2	0	0	14	"Hypocrisy"	14	13	2	1	3	3	11	19	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	32	2	4	5	4	6	7	3	1	6	9	2	5	4	10	8	18	0	0	1	1	0	1	0	0	1	0	0	0	1	6	2	7	7	2	4	7	7	2	1	NA	-13	" "	1	1	1	6
"851"	142	5	1	2	0	0	15	"Confession"	14	13	2	1	3	3	11	19	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	32	2	4	5	4	6	7	3	1	6	9	2	5	4	10	8	18	0	0	1	1	0	1	0	0	1	0	0	0	1	6	2	7	7	2	4	7	7	2	1	NA	-13	" "	1	1	1	6
"852"	142	5	1	2	0	0	16	"Communion"	14	13	2	1	3	3	11	19	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	32	2	4	5	4	6	7	3	1	6	9	2	5	4	10	8	18	0	0	1	1	0	1	0	0	1	0	0	0	1	6	2	7	7	2	4	7	7	2	1	NA	-13	" "	1	1	1	6
"853"	142	5	1	2	0	0	17	"Sacraments/Rites of Passage"	14	13	2	1	3	3	11	19	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	32	2	4	5	4	6	7	3	1	6	9	2	5	4	10	8	18	0	0	1	1	0	1	0	0	1	0	0	0	1	6	2	7	7	2	4	7	7	2	1	NA	-13	" "	1	1	1	6
"854"	142	5	1	2	0	0	18	"Prayer"	14	13	2	1	3	3	11	19	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	32	2	4	5	4	6	7	3	1	6	9	2	5	4	10	8	18	0	0	1	1	0	1	0	0	1	0	0	0	1	6	2	7	7	2	4	7	7	2	1	NA	-13	" "	1	1	1	6
"855"	142	5	1	2	0	0	19	"Bible/Gospel"	14	13	2	1	3	3	11	19	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	32	2	4	5	4	6	7	3	1	6	9	2	5	4	10	8	18	0	0	1	1	0	1	0	0	1	0	0	0	1	6	2	7	7	2	4	7	7	2	1	NA	-13	" "	1	1	1	6
"856"	142	5	1	2	0	0	20	"Sectarian"	14	13	2	1	3	3	11	19	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	32	2	4	5	4	6	7	3	1	6	9	2	5	4	10	8	18	0	0	1	1	0	1	0	0	1	0	0	0	1	6	2	7	7	2	4	7	7	2	1	NA	-13	" "	1	1	1	6
"857"	142	5	1	2	0	0	12	"Father Ted"	14	13	2	1	3	3	11	19	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	32	2	4	5	4	6	7	3	1	6	9	2	5	4	10	8	18	0	0	1	1	0	1	0	0	1	0	0	0	1	6	2	7	7	2	4	7	7	2	1	NA	-13	" "	1	1	1	6
"858"	142	5	1	2	0	0	9	"Celibacy"	14	13	2	1	3	3	11	19	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	32	2	4	5	4	6	7	3	1	6	9	2	5	4	10	8	18	0	0	1	1	0	1	0	0	1	0	0	0	1	6	2	7	7	2	4	7	7	2	1	NA	-13	" "	1	1	1	6
"859"	142	5	1	2	0	0	10	"Declining"	14	13	2	1	3	3	11	19	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	32	2	4	5	4	6	7	3	1	6	9	2	5	4	10	8	18	0	0	1	1	0	1	0	0	1	0	0	0	1	6	2	7	7	2	4	7	7	2	1	NA	-13	" "	1	1	1	6
"860"	142	5	1	2	0	0	11	"Declining"	14	13	2	1	3	3	11	19	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	32	2	4	5	4	6	7	3	1	6	9	2	5	4	10	8	18	0	0	1	1	0	1	0	0	1	0	0	0	1	6	2	7	7	2	4	7	7	2	1	NA	-13	" "	1	1	1	6
"861"	142	5	1	2	0	0	13	"Father DArcy"	14	13	2	1	3	3	11	19	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	32	2	4	5	4	6	7	3	1	6	9	2	5	4	10	8	18	0	0	1	1	0	1	0	0	1	0	0	0	1	6	2	7	7	2	4	7	7	2	1	NA	-13	" "	1	1	1	6
"862"	143	4	1	9	1	0	15	"Pub after sunday Mass"	21	18	3	1	1	3	15	26	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	31	2	3	4	5	1	2	10	5	4	6	8	7	9	3	1	10	0	0	0	0	0	1	1	1	0	0	0	0	3	6	5	4	7	1	7	6	1	7	4	NA	-14	" "	1	1	1	1
"863"	143	4	1	9	1	0	8	"Other Rituals"	21	18	3	1	1	3	15	26	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	31	2	3	4	5	1	2	10	5	4	6	8	7	9	3	1	10	0	0	0	0	0	1	1	1	0	0	0	0	3	6	5	4	7	1	7	6	1	7	4	NA	-14	" "	1	1	1	1
"864"	143	4	1	9	1	0	9	"Christmas/Other Religious Occasion"	21	18	3	1	1	3	15	26	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	31	2	3	4	5	1	2	10	5	4	6	8	7	9	3	1	10	0	0	0	0	0	1	1	1	0	0	0	0	3	6	5	4	7	1	7	6	1	7	4	NA	-14	" "	1	1	1	1
"865"	143	4	1	9	1	0	10	"Preaching/Sermons"	21	18	3	1	1	3	15	26	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	31	2	3	4	5	1	2	10	5	4	6	8	7	9	3	1	10	0	0	0	0	0	1	1	1	0	0	0	0	3	6	5	4	7	1	7	6	1	7	4	NA	-14	" "	1	1	1	1
"866"	143	4	1	9	1	0	11	"Declining"	21	18	3	1	1	3	15	26	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	31	2	3	4	5	1	2	10	5	4	6	8	7	9	3	1	10	0	0	0	0	0	1	1	1	0	0	0	0	3	6	5	4	7	1	7	6	1	7	4	NA	-14	" "	1	1	1	1
"867"	143	4	1	9	1	0	12	"Confession"	21	18	3	1	1	3	15	26	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	31	2	3	4	5	1	2	10	5	4	6	8	7	9	3	1	10	0	0	0	0	0	1	1	1	0	0	0	0	3	6	5	4	7	1	7	6	1	7	4	NA	-14	" "	1	1	1	1
"868"	143	4	1	9	1	0	13	"Communion"	21	18	3	1	1	3	15	26	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	31	2	3	4	5	1	2	10	5	4	6	8	7	9	3	1	10	0	0	0	0	0	1	1	1	0	0	0	0	3	6	5	4	7	1	7	6	1	7	4	NA	-14	" "	1	1	1	1
"869"	143	4	1	9	1	0	14	"Sacraments/Rites of Passage"	21	18	3	1	1	3	15	26	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	31	2	3	4	5	1	2	10	5	4	6	8	7	9	3	1	10	0	0	0	0	0	1	1	1	0	0	0	0	3	6	5	4	7	1	7	6	1	7	4	NA	-14	" "	1	1	1	1
"870"	143	4	1	9	1	0	1	"Boring"	21	18	3	1	1	3	15	26	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	31	2	3	4	5	1	2	10	5	4	6	8	7	9	3	1	10	0	0	0	0	0	1	1	1	0	0	0	0	3	6	5	4	7	1	7	6	1	7	4	NA	-14	" "	1	1	1	1
"871"	143	4	1	9	1	0	2	"Declining"	21	18	3	1	1	3	15	26	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	31	2	3	4	5	1	2	10	5	4	6	8	7	9	3	1	10	0	0	0	0	0	1	1	1	0	0	0	0	3	6	5	4	7	1	7	6	1	7	4	NA	-14	" "	1	1	1	1
"872"	143	4	1	9	1	0	3	"Abuse/Paedophilia"	21	18	3	1	1	3	15	26	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	31	2	3	4	5	1	2	10	5	4	6	8	7	9	3	1	10	0	0	0	0	0	1	1	1	0	0	0	0	3	6	5	4	7	1	7	6	1	7	4	NA	-14	" "	1	1	1	1
"873"	143	4	1	9	1	0	4	"Pope"	21	18	3	1	1	3	15	26	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	31	2	3	4	5	1	2	10	5	4	6	8	7	9	3	1	10	0	0	0	0	0	1	1	1	0	0	0	0	3	6	5	4	7	1	7	6	1	7	4	NA	-14	" "	1	1	1	1
"874"	143	4	1	9	1	0	5	"Wealth"	21	18	3	1	1	3	15	26	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	31	2	3	4	5	1	2	10	5	4	6	8	7	9	3	1	10	0	0	0	0	0	1	1	1	0	0	0	0	3	6	5	4	7	1	7	6	1	7	4	NA	-14	" "	1	1	1	1
"875"	143	4	1	9	1	0	6	"Declining"	21	18	3	1	1	3	15	26	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	31	2	3	4	5	1	2	10	5	4	6	8	7	9	3	1	10	0	0	0	0	0	1	1	1	0	0	0	0	3	6	5	4	7	1	7	6	1	7	4	NA	-14	" "	1	1	1	1
"876"	143	4	1	9	1	0	7	"Outdated/Conservative"	21	18	3	1	1	3	15	26	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	31	2	3	4	5	1	2	10	5	4	6	8	7	9	3	1	10	0	0	0	0	0	1	1	1	0	0	0	0	3	6	5	4	7	1	7	6	1	7	4	NA	-14	" "	1	1	1	1
"877"	143	4	1	9	1	0	16	"Forced attendance"	21	18	3	1	1	3	15	26	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	31	2	3	4	5	1	2	10	5	4	6	8	7	9	3	1	10	0	0	0	0	0	1	1	1	0	0	0	0	3	6	5	4	7	1	7	6	1	7	4	NA	-14	" "	1	1	1	1
"878"	143	4	1	9	1	0	17	"Candles"	21	18	3	1	1	3	15	26	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	31	2	3	4	5	1	2	10	5	4	6	8	7	9	3	1	10	0	0	0	0	0	1	1	1	0	0	0	0	3	6	5	4	7	1	7	6	1	7	4	NA	-14	" "	1	1	1	1
"879"	143	4	1	9	1	0	18	"Death"	21	18	3	1	1	3	15	26	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	31	2	3	4	5	1	2	10	5	4	6	8	7	9	3	1	10	0	0	0	0	0	1	1	1	0	0	0	0	3	6	5	4	7	1	7	6	1	7	4	NA	-14	" "	1	1	1	1
"880"	143	4	1	9	1	0	19	"Graveyard"	21	18	3	1	1	3	15	26	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	31	2	3	4	5	1	2	10	5	4	6	8	7	9	3	1	10	0	0	0	0	0	1	1	1	0	0	0	0	3	6	5	4	7	1	7	6	1	7	4	NA	-14	" "	1	1	1	1
"881"	144	5	2	1	1	1	2	"Dishonest/Untrustworthy"	28	28	2	3	1	4	22	13	2	2	2	1	7	7	7	7	7	5	7	7	7	7	7	1	31	3	3	2	10	9	5	1	8	3	7	9	6	2	10	4	94	0	0	0	1	0	0	0	1	0	0	0	0	7	7	7	7	7	7	5	7	7	7	5	1	0	"CUT"	3	2	4	7
"882"	144	5	2	1	1	1	3	"Nonsense/Fiction"	28	28	2	3	1	4	22	13	2	2	2	1	7	7	7	7	7	5	7	7	7	7	7	1	31	3	3	2	10	9	5	1	8	3	7	9	6	2	10	4	94	0	0	0	1	0	0	0	1	0	0	0	0	7	7	7	7	7	7	5	7	7	7	5	1	0	"CUT"	3	2	4	7
"883"	144	5	2	1	1	1	4	"Corrupt/Materialistic"	28	28	2	3	1	4	22	13	2	2	2	1	7	7	7	7	7	5	7	7	7	7	7	1	31	3	3	2	10	9	5	1	8	3	7	9	6	2	10	4	94	0	0	0	1	0	0	0	1	0	0	0	0	7	7	7	7	7	7	5	7	7	7	5	1	0	"CUT"	3	2	4	7
"884"	144	5	2	1	1	1	5	"Scandal"	28	28	2	3	1	4	22	13	2	2	2	1	7	7	7	7	7	5	7	7	7	7	7	1	31	3	3	2	10	9	5	1	8	3	7	9	6	2	10	4	94	0	0	0	1	0	0	0	1	0	0	0	0	7	7	7	7	7	7	5	7	7	7	5	1	0	"CUT"	3	2	4	7
"885"	144	5	2	1	1	1	6	"Hypocrisy"	28	28	2	3	1	4	22	13	2	2	2	1	7	7	7	7	7	5	7	7	7	7	7	1	31	3	3	2	10	9	5	1	8	3	7	9	6	2	10	4	94	0	0	0	1	0	0	0	1	0	0	0	0	7	7	7	7	7	7	5	7	7	7	5	1	0	"CUT"	3	2	4	7
"886"	144	5	2	1	1	1	7	"Nonsense/Fiction"	28	28	2	3	1	4	22	13	2	2	2	1	7	7	7	7	7	5	7	7	7	7	7	1	31	3	3	2	10	9	5	1	8	3	7	9	6	2	10	4	94	0	0	0	1	0	0	0	1	0	0	0	0	7	7	7	7	7	7	5	7	7	7	5	1	0	"CUT"	3	2	4	7
"887"	144	5	2	1	1	1	8	"Nonsense/Fiction"	28	28	2	3	1	4	22	13	2	2	2	1	7	7	7	7	7	5	7	7	7	7	7	1	31	3	3	2	10	9	5	1	8	3	7	9	6	2	10	4	94	0	0	0	1	0	0	0	1	0	0	0	0	7	7	7	7	7	7	5	7	7	7	5	1	0	"CUT"	3	2	4	7
"888"	144	5	2	1	1	1	9	"Corrupt/Materialistic"	28	28	2	3	1	4	22	13	2	2	2	1	7	7	7	7	7	5	7	7	7	7	7	1	31	3	3	2	10	9	5	1	8	3	7	9	6	2	10	4	94	0	0	0	1	0	0	0	1	0	0	0	0	7	7	7	7	7	7	5	7	7	7	5	1	0	"CUT"	3	2	4	7
"889"	144	5	2	1	1	1	1	"Multinational"	28	28	2	3	1	4	22	13	2	2	2	1	7	7	7	7	7	5	7	7	7	7	7	1	31	3	3	2	10	9	5	1	8	3	7	9	6	2	10	4	94	0	0	0	1	0	0	0	1	0	0	0	0	7	7	7	7	7	7	5	7	7	7	5	1	0	"CUT"	3	2	4	7
"890"	145	2	2	4	1	1	20	"Comforting/Caring"	13	14	3	1	1	4	19	9	2	2	2	2	3	6	4	3	6	5	5	5	3	3	2	1	32	2	2	7	5	6	9	7	3	8	10	1	4	2	6	5	72	1	0	0	0	0	0	0	0	0	0	0	0	6	6	2	5	4	7	4	4	6	5	5	NA	0	"CUT"	4	2	1	4
"891"	145	2	2	4	1	1	7	"unknown"	13	14	3	1	1	4	19	9	2	2	2	2	3	6	4	3	6	5	5	5	3	3	2	1	32	2	2	7	5	6	9	7	3	8	10	1	4	2	6	5	72	1	0	0	0	0	0	0	0	0	0	0	0	6	6	2	5	4	7	4	4	6	5	5	NA	0	"CUT"	4	2	1	4
"892"	145	2	2	4	1	1	8	"Outdated/Conservative"	13	14	3	1	1	4	19	9	2	2	2	2	3	6	4	3	6	5	5	5	3	3	2	1	32	2	2	7	5	6	9	7	3	8	10	1	4	2	6	5	72	1	0	0	0	0	0	0	0	0	0	0	0	6	6	2	5	4	7	4	4	6	5	5	NA	0	"CUT"	4	2	1	4
