Subj	Order	Code	Age	Gender	SES	Believe_God	Rej_Church
45	1	Clergy	3	2	3	1	1
45	2	Religion	3	2	3	1	1
45	3	Jesus	3	2	3	1	1
45	4	Abortion	3	2	3	1	1
45	5	Religious Artifacts	3	2	3	1	1
45	6	Communion	3	2	3	1	1
45	7	Mass	3	2	3	1	1
45	8	Churches/Buildings	3	2	3	1	1
45	9	Prayer	3	2	3	1	1
45	10	God	3	2	3	1	1
45	11	God	3	2	3	1	1
45	12	Confession	3	2	3	1	1
45	13	Churches/Buildings	3	2	3	1	1
45	14	Sacraments/Rites of Passage	3	2	3	1	1
45	15	Kneeling	3	2	3	1	1
45	16	Religious Artifacts	3	2	3	1	1
45	17	Belief/Faith	3	2	3	1	1
45	18	Humanity	3	2	3	1	1
45	19	Donations/Collections	3	2	3	1	1
45	20	Comforting/Caring	3	2	3	1	1
46	1	Religion	2	1	1	1	0
46	2	Clergy	2	1	1	1	0
46	3	Mass	2	1	1	1	0
46	4	Christmas/Other Religious Occasion	2	1	1	1	0
46	5	Mass	2	1	1	1	0
46	6	Prayer	2	1	1	1	0
46	7	Kneeling	2	1	1	1	0
46	8	Donations/Collections	2	1	1	1	0
46	9	Oppressive Institutions (Laundries. etc.)	2	1	1	1	0
46	10	Authoritarian/Dominant	2	1	1	1	0
46	11	Comforting/Caring	2	1	1	1	0
46	12	Stigma	2	1	1	1	0
46	13	Stigma	2	1	1	1	0
46	14	Corrupt/Materialistic	2	1	1	1	0
46	15	Old People	2	1	1	1	0
46	16	Comforting/Caring	2	1	1	1	0
46	17	Confession	2	1	1	1	0
46	18	Sacraments/Rites of Passage	2	1	1	1	0
46	19	Sacraments/Rites of Passage	2	1	1	1	0
46	20	Communion	2	1	1	1	0
47	1	Clergy	3	2	4	1	1
47	2	Abuse/Paedophilia	3	2	4	1	1
47	3	Religion	3	2	4	1	1
47	4	Sacraments/Rites of Passage	3	2	4	1	1
47	5	Mass	3	2	4	1	1
47	6	Clergy	3	2	4	1	1
47	7	Comforting/Caring	3	2	4	1	1
47	8	Vatican/Overall Structure	3	2	4	1	1
47	9	Bible/Gospel	3	2	4	1	1
47	10	Communion	3	2	4	1	1
47	11	Sacraments/Rites of Passage	3	2	4	1	1
47	12	Confession	3	2	4	1	1
47	13	Corrupt/Materialistic	3	2	4	1	1
47	14	Corrupt/Materialistic	3	2	4	1	1
47	15	Love	3	2	4	1	1
47	16	Dishonest/Untrustworthy	3	2	4	1	1
47	17	Let down/Betrayed	3	2	4	1	1
47	18	Communion	3	2	4	1	1
47	19	Mass	3	2	4	1	1
47	20	Confession	3	2	4	1	1
48	1	God	3	2	2	1	1
48	2	Religion	3	2	2	1	1
48	3	Family	3	2	2	1	1
48	4	Sacraments/Rites of Passage	3	2	2	1	1
48	5	Flowers	3	2	2	1	1
48	6	Clergy	3	2	2	1	1
48	7	Altar boys	3	2	2	1	1
48	8	Graveyard	3	2	2	1	1
48	9	Religious Artifacts	3	2	2	1	1
48	10	Religious Artifacts	3	2	2	1	1
48	11	Mary	3	2	2	1	1
48	12	Seats	3	2	2	1	1
48	13	Flowers	3	2	2	1	1
48	14	Donations/Collections	3	2	2	1	1
48	15	Choir/Music	3	2	2	1	1
48	16	Choir/Music	3	2	2	1	1
48	17	Prayer	3	2	2	1	1
48	18	Children	3	2	2	1	1
48	19	Candles	3	2	2	1	1
48	20	Lights	3	2	2	1	1
49	1	Religion	2	1	2	1	1
49	2	Old People	2	1	2	1	1
49	3	Troubled	2	1	2	1	1
49	4	Homeless	2	1	2	1	1
49	5	Comforting/Caring	2	1	2	1	1
49	6	Belief/Faith	2	1	2	1	1
49	7	Morality	2	1	2	1	1
49	8	Charity	2	1	2	1	1
49	9	Community	2	1	2	1	1
49	10	Communion	2	1	2	1	1
49	11	Clergy	2	1	2	1	1
49	12	Mass	2	1	2	1	1
49	13	Abuse/Paedophilia	2	1	2	1	1
49	14	Outdated/Conservative	2	1	2	1	1
49	15	Morality	2	1	2	1	1
49	16	Declining	2	1	2	1	1
49	17	Coffee	2	1	2	1	1
49	18	Mass	2	1	2	1	1
49	19	Homosexuality	2	1	2	1	1
49	20	Comforting/Caring	2	1	2	1	1
50	1	Churches/Buildings	3	2	1	1	0
50	2	Clergy	3	2	1	1	0
50	3	Communion	3	2	1	1	0
50	4	Sacraments/Rites of Passage	3	2	1	1	0
50	5	Sacraments/Rites of Passage	3	2	1	1	0
50	6	Confession	3	2	1	1	0
50	7	Sacraments/Rites of Passage	3	2	1	1	0
50	8	Sacraments/Rites of Passage	3	2	1	1	0
50	9	Sacraments/Rites of Passage	3	2	1	1	0
50	10	Sacraments/Rites of Passage	3	2	1	1	0
50	11	Clergy	3	2	1	1	0
50	12	Religious Artifacts	3	2	1	1	0
50	13	Sacraments/Rites of Passage	3	2	1	1	0
50	14	The Cross	3	2	1	1	0
50	15	Christmas/Other Religious Occasion	3	2	1	1	0
50	16	Christmas/Other Religious Occasion	3	2	1	1	0
50	17	Saints	3	2	1	1	0
50	18	Jesus	3	2	1	1	0
50	19	Mary	3	2	1	1	0
50	20	Joseph	3	2	1	1	0
50	21	God	3	2	1	1	0
50	22	Candles	3	2	1	1	0
50	23	Religious Artifacts	3	2	1	1	0
50	24	Other Theological/Scriptural Association	3	2	1	1	0
50	25	Other Religion	3	2	1	1	0
51	1	Religion	4	2	9	1	1
51	2	Clergy	4	2	9	1	1
51	3	Baptism	4	2	9	1	1
51	4	Communion	4	2	9	1	1
51	5	Sacraments/Rites of Passage	4	2	9	1	1
51	6	Sacraments/Rites of Passage	4	2	9	1	1
51	7	Sacraments/Rites of Passage	4	2	9	1	1
51	8	Nuns	4	2	9	1	1
51	9	Churches	4	2	9	1	1
51	10	Education System	4	2	9	1	1
51	11	Clergy	4	2	9	1	1
51	12	Community	4	2	9	1	1
51	13	Power	4	2	9	1	1
51	14	Corrupt/Materialistic	4	2	9	1	1
51	15	Abuse/Paedophilia	4	2	9	1	1
51	16	Mass	4	2	9	1	1
51	17	Scandal	4	2	9	0	1
51	18	Clergy	4	2	9	0	1
52	1	Abuse/Paedophilia	2	2	2	0	1
52	2	Abuse/Paedophilia	2	2	2	0	1
52	3	Dishonest/Untrustworthy	2	2	2	0	1
52	4	Dishonest/Untrustworthy	2	2	2	0	1
52	5	Hypocrisy	2	2	2	0	1
52	6	Patriarchal/Misogynist	2	2	2	0	1
52	7	Arrogance	2	2	2	0	1
52	8	Authoritarian/Dominant	2	2	2	0	1
52	9	Old People	2	2	2	0	1
52	10	Outdated/Conservative	2	2	2	0	1
52	11	Arrogance	2	2	2	0	1
52	12	State Influence	2	2	2	0	1
52	13	Boring	2	2	2	0	1
52	14	Nonsense/Fiction	2	2	2	0	1
52	15	Nonsense/Fiction	2	2	2	0	1
52	16	Nonsense/Fiction	2	2	2	0	1
52	17	Outdated/Conservative	2	2	2	0	1
52	18	Irrelevant	2	2	2	0	1
52	19	Poor	2	2	2	0	1
52	20	Aggressive	2	2	2	0	1
53	1	Clergy	2	1	2	1	1
53	2	Mass	2	1	2	1	1
53	3	Abuse/Paedophilia	2	1	2	1	1
53	4	Ritual	2	1	2	1	1
53	5	Communion	2	1	2	1	1
53	6	Sacraments/Rites of Passage	2	1	2	1	1
53	7	Religious Artifacts	2	1	2	1	1
53	8	Choir/Music	2	1	2	1	1
53	9	Choir/Music	2	1	2	1	1
53	10	Donations/Collections	2	1	2	1	1
53	11	Money	2	1	2	1	1
53	12	Bible/Gospel	2	1	2	1	1
53	13	Standing	2	1	2	1	1
53	14	Mass	2	1	2	1	1
53	15	Sacraments/Rites of Passage	2	1	2	1	1
53	16	Sacraments/Rites of Passage	2	1	2	1	1
53	17	Sacraments/Rites of Passage	2	1	2	1	1
53	18	Collar	2	1	2	1	1
53	19	Black	2	1	2	1	1
53	20	Procession	2	1	2	1	1
54	1	Churches/Buildings	3	1	2	1	0
54	2	Jesus	3	1	2	1	0
54	3	Charity	3	1	2	1	0
54	4	Saints	3	1	2	1	0
54	5	Mary	3	1	2	1	0
54	6	Pilgrim Site	3	1	2	1	0
54	7	Hunger	3	1	2	1	0
54	8	Irish	3	1	2	1	0
54	9	Confession	3	1	2	1	0
54	10	Charity	3	1	2	1	0
54	11	Stone	3	1	2	1	0
54	12	Saints	3	1	2	1	0
54	13	Clergy	3	1	2	1	0
54	14	God	3	1	2	1	0
54	15	Good/Holy	3	1	2	1	0
54	16	Christmas/Other Religious Occasion	3	1	2	1	0
54	17	Christmas/Other Religious Occasion	3	1	2	1	0
54	18	Love	3	1	2	1	0
54	19	Comforting/Caring	3	1	2	1	0
54	20	Comforting/Caring	3	1	2	1	0
55	1	Sin	4	2	3	1	1
55	2	Authoritarian/Dominant	4	2	3	1	1
55	3	Clergy	4	2	3	1	1
55	4	Bad/Immoral	4	2	3	1	1
55	5	Irish	4	2	3	1	1
55	6	Fear	4	2	3	1	1
55	7	Corrupt/Materialistic	4	2	3	1	1
55	8	Comforting/Caring	4	2	3	1	1
55	9	Pain	4	2	3	1	1
55	10	Dishonest/Untrustworthy	4	2	3	1	1
55	11	Pain	4	2	3	1	1
55	12	Abuse/Paedophilia	4	2	3	1	1
55	13	Pain	4	2	3	1	1
55	14	Bad/Immoral	4	2	3	1	1
55	15	Pain	4	2	3	1	1
55	16	Corrupt/Materialistic	4	2	3	1	1
55	17	Fear	4	2	3	1	1
55	18	Pope	4	2	3	1	1
55	19	Reforming/Changing	4	2	3	1	1
55	20	Comforting/Caring	4	2	3	1	1
56	1	Tradition	4	1	10	1	1
56	2	Outdated/Conservative	4	1	10	1	1
56	3	Outdated/Conservative	4	1	10	1	1
56	4	Scandal	4	1	10	1	1
56	5	Authoritarian/Dominant	4	1	10	1	1
56	6	Clergy	4	1	10	1	1
56	7	Clergy	4	1	10	1	1
56	8	Pope	4	1	10	1	1
56	9	Altar boys	4	1	10	1	1
56	10	Mass	4	1	10	1	1
56	11	Confession	4	1	10	1	1
56	12	Communion	4	1	10	1	1
56	13	Sacraments/Rites of Passage	4	1	10	1	1
56	14	Sacraments/Rites of Passage	4	1	10	1	1
56	15	Prayer	4	1	10	1	1
56	16	Christmas/Other Religious Occasion	4	1	10	1	1
56	17	Christmas/Other Religious Occasion	4	1	10	1	1
56	18	Nuns	4	1	10	1	1
56	19	Christmas/Other Religious Occasion	4	1	10	1	1
56	20	Jesus	4	1	10	1	1
56	21	God	4	1	10	1	1
57	1	Clergy	4	1	3	1	0
57	2	Mass	4	1	3	1	0
57	3	Confession	4	1	3	1	0
57	4	Nuns	4	1	3	1	0
57	5	Convent	4	1	3	1	0
57	6	Laity	4	1	3	1	0
57	7	Patriarchal/Misogynist	4	1	3	1	0
57	8	Black	4	1	3	1	0
57	9	Abuse/Paedophilia	4	1	3	1	0
57	10	Clergy	4	1	3	1	0
57	11	Stigma	4	1	3	1	0
57	12	Pope	4	1	3	1	0
57	13	1979	4	1	3	1	0
57	14	Hypocrisy	4	1	3	1	0
57	15	Communion	4	1	3	1	0
57	16	Sacraments/Rites of Passage	4	1	3	1	0
57	17	Vatican/Overall Structure	4	1	3	1	0
57	18	Kneeling	4	1	3	1	0
57	19	Community	4	1	3	1	0
58	1	Mass	3	2	2	0	1
58	2	Communion	3	2	2	0	1
58	3	Elitism	3	2	2	0	1
58	4	Outdated/Conservative	3	2	2	0	1
58	5	Education System	3	2	2	0	1
58	6	Scandal	3	2	2	0	1
58	7	Dishonest/Untrustworthy	3	2	2	0	1
58	8	Pope	3	2	2	0	1
58	9	Patriarchal/Misogynist	3	2	2	0	1
58	10	Authoritarian/Dominant	3	2	2	0	1
58	11	State Influence	3	2	2	0	1
58	12	Pilgrim Site	3	2	2	0	1
58	13	Church	3	2	2	0	1
58	14	Silence	3	2	2	0	1
58	15	Education System	3	2	2	0	1
58	16	God	3	2	2	0	1
58	17	Mass	3	2	2	0	1
58	18	Prayer	3	2	2	0	1
58	19	Oppressive Institutions (Laundries. etc.)	3	2	2	0	1
58	20	Scandal	3	2	2	0	1
59	1	Mass	4	2	3	1	0
59	2	Pope	4	2	3	1	0
59	3	Corrupt/Materialistic	4	2	3	1	0
59	4	Declining	4	2	3	1	0
59	5	Boring	4	2	3	1	0
59	6	Religious Artifacts	4	2	3	1	0
59	7	Gold	4	2	3	1	0
59	8	Comforting/Caring	4	2	3	1	0
59	9	Confession	4	2	3	1	0
59	10	Christmas/Other Religious Occasion	4	2	3	1	0
59	11	Religious Artifacts	4	2	3	1	0
59	12	Mary	4	2	3	1	0
59	13	Forgiveness	4	2	3	1	0
59	14	Abuse/Paedophilia	4	2	3	1	0
59	15	Communion	4	2	3	1	0
59	16	Sacraments/Rites of Passage	4	2	3	1	0
59	17	The Cross	4	2	3	1	0
59	18	Choir/Music	4	2	3	1	0
59	19	Graveyards	4	2	3	1	0
59	20	Collections	4	2	3	1	0
60	1	Comforting/Caring	4	2	8	1	0
60	2	Mass	4	2	8	1	0
60	3	God	4	2	8	1	0
60	4	Community	4	2	8	1	0
61	1	Sacraments/Rites of Passage	2	2	2	1	1
61	2	Education System	2	2	2	1	1
61	3	Communion	2	2	2	1	1
61	4	Sacraments/Rites of Passage	2	2	2	1	1
61	5	Christmas/Other Religious Occasion	2	2	2	1	1
61	6	Christmas/Other Religious Occasion	2	2	2	1	1
61	7	Mass	2	2	2	1	1
61	8	Sunday	2	2	2	1	1
61	9	Christmas/Other Religious Occasion	2	2	2	1	1
61	10	Clergy	2	2	2	1	1
61	11	Nuns	2	2	2	1	1
61	12	The Cross	2	2	2	1	1
61	13	Mary	2	2	2	1	1
61	14	Other Theological/Scriptural Association	2	2	2	1	1
61	15	Other Theological/Scriptural Association	2	2	2	1	1
61	16	Other Theological/Scriptural Association	2	2	2	1	1
61	17	Other Theological/Scriptural Association	2	2	2	1	1
61	18	Other Theological/Scriptural Association	2	2	2	1	1
61	19	Other Theological/Scriptural Association	2	2	2	1	1
61	20	Morality	2	2	2	1	1
62	1	Pope	4	2	9	1	0
62	2	Vatican/Overall Structure	4	2	9	1	0
62	3	Mary	4	2	9	1	0
62	4	Jesus	4	2	9	1	0
62	5	God	4	2	9	1	0
62	6	Churches/Buildings	4	2	9	1	0
62	7	Prayer	4	2	9	1	0
62	8	Sacraments/Rites of Passage	4	2	9	1	0
62	9	Communion	4	2	9	1	0
62	10	Sacraments/Rites of Passage	4	2	9	1	0
62	11	Pilgrim Site	4	2	9	1	0
62	12	Pilgrim Site	4	2	9	1	0
62	13	Pilgrim Site	4	2	9	1	0
62	14	Pilgrim Site	4	2	9	1	0
62	15	Visions	4	2	9	1	0
62	16	Bible/Gospel	4	2	9	1	0
62	17	Confession	4	2	9	1	0
62	18	Missionaries	4	2	9	1	0
62	19	Prayer	4	2	9	1	0
62	20	Mass	4	2	9	1	0
63	1	Religion	3	1	2	1	0
63	2	Clergy	3	1	2	1	0
63	3	Communion	3	1	2	1	0
63	4	Silence	3	1	2	1	0
63	5	Comforting/Caring	3	1	2	1	0
63	6	Reflection	3	1	2	1	0
63	7	Comforting/Caring	3	1	2	1	0
63	8	Happiness	3	1	2	1	0
63	9	Sadness	3	1	2	1	0
63	10	Reforming/Changing	3	1	2	1	0
63	11	Comforting/Caring	3	1	2	1	0
63	12	Comforting/Caring	3	1	2	1	0
63	13	Charity	3	1	2	1	0
63	14	Good/Holy	3	1	2	1	0
63	15	Belief/Faith	3	1	2	1	0
63	16	Morality	3	1	2	1	0
63	17	Tradition	3	1	2	1	0
63	18	Reforming/Changing	3	1	2	1	0
63	19	Reforming/Changing	3	1	2	1	0
63	20	Reforming/Changing	3	1	2	1	0
64	1	Religion	2	2	3	0	1
64	2	Belief/Faith	2	2	3	0	1
64	3	God	2	2	3	0	1
64	4	Prayer	2	2	3	0	1
64	5	Clergy	2	2	3	0	1
64	6	Laity	2	2	3	0	1
64	7	Candles	2	2	3	0	1
64	8	The Cross	2	2	3	0	1
64	9	Choir/Music	2	2	3	0	1
64	10	Choir/Music	2	2	3	0	1
64	11	Communion	2	2	3	0	1
64	12	Bible/Gospel	2	2	3	0	1
64	13	Confession	2	2	3	0	1
64	14	The Cross	2	2	3	0	1
64	15	Sacraments/Rites of Passage	2	2	3	0	1
64	16	Churches/Buildings	2	2	3	0	1
65	1	Family	2	2	2	1	0
65	2	Comforting/Caring	2	2	2	1	0
65	3	Love	2	2	2	1	0
65	4	Morality	2	2	2	1	0
65	5	Authoritarian/Dominant	2	2	2	1	0
65	6	Loyalty	2	2	2	1	0
65	7	Comforting/Caring	2	2	2	1	0
65	8	Morality	2	2	2	1	0
65	9	Children	2	2	2	1	0
65	10	Wedding	2	2	2	1	0
65	11	Pain	2	2	2	1	0
65	12	Sacraments/Rites of Passage	2	2	2	1	0
65	13	Sacraments/Rites of Passage	2	2	2	1	0
65	14	Clergy	2	2	2	1	0
65	15	Communion	2	2	2	1	0
65	16	Education System	2	2	2	1	0
65	17	Mass	2	2	2	1	0
65	18	Community	2	2	2	1	0
65	19	Weekends	2	2	2	1	0
65	20	Life	2	2	2	1	0
66	1	Tradition	3	2	3	1	1
66	2	Religion	3	2	3	1	1
66	3	Dishonest/Untrustworthy	3	2	3	1	1
66	4	Nonsense/Fiction	3	2	3	1	1
66	5	Nonsense/Fiction	3	2	3	1	1
66	6	Dishonest/Untrustworthy	3	2	3	1	1
66	7	Authoritarian/Dominant	3	2	3	1	1
66	8	Charity	3	2	3	1	1
66	9	Churches/Buildings	3	2	3	1	1
66	10	Declining	3	2	3	1	1
66	11	Old People	3	2	3	1	1
66	12	Clergy	3	2	3	1	1
66	13	Nuns	3	2	3	1	1
66	14	Pope	3	2	3	1	1
66	15	Hypocrisy	3	2	3	1	1
66	16	Authoritarian/Dominant	3	2	3	1	1
66	17	Mass	3	2	3	1	1
66	18	Corrupt/Materialistic	3	2	3	1	1
66	19	Let down/Betrayed	3	2	3	1	1
66	20	Declining	3	2	3	1	1
67	1	Corrupt/Materialistic	2	2	4	0	1
67	2	Cover-up/Secrecy	2	2	4	0	1
67	3	Dishonest/Untrustworthy	2	2	4	0	1
67	4	Corrupt/Materialistic	2	2	4	0	1
67	5	Corrupt/Materialistic	2	2	4	0	1
67	6	Corrupt/Materialistic	2	2	4	0	1
67	7	Nonsense/Fiction	2	2	4	0	1
67	8	Outdated/Conservative	2	2	4	0	1
67	9	Abuse/Paedophilia	2	2	4	0	1
67	10	State Influence	2	2	4	0	1
67	11	Clericalism	2	2	4	0	1
67	12	Baptism for Education	2	2	4	0	1
67	13	Fear	2	2	4	0	1
67	14	Baptism for Education	2	2	4	0	1
67	15	Divorce	2	2	4	0	1
67	16	Suicide	2	2	4	0	1
67	17	Contraception	2	2	4	0	1
67	18	Nonsense/Fiction	2	2	4	0	1
67	19	Nonsense/Fiction	2	2	4	0	1
67	20	Hypocrisy	2	2	4	0	1
67	21	Nonsense/Fiction	2	2	4	0	1
68	1	Corrupt/Materialistic	3	1	5	0	1
68	2	Authoritarian/Dominant	3	1	5	0	1
68	3	Irrelevant	3	1	5	0	1
68	4	Hypocrisy	3	1	5	0	1
68	5	Jesus	3	1	5	0	1
68	6	Sacraments/Rites of Passage	3	1	5	0	1
68	7	Communion	3	1	5	0	1
68	8	Mass	3	1	5	0	1
68	9	Mass	3	1	5	0	1
68	10	Prayer	3	1	5	0	1
68	11	Clergy	3	1	5	0	1
68	12	Sacraments/Rites of Passage	3	1	5	0	1
68	13	Sacraments/Rites of Passage	3	1	5	0	1
68	14	Mary	3	1	5	0	1
68	15	Mary	3	1	5	0	1
68	16	Christmas/Other Religious Occasion	3	1	5	0	1
68	17	Christmas/Other Religious Occasion	3	1	5	0	1
68	18	Good/Holy	3	1	5	0	1
68	19	Choir/Music	3	1	5	0	1
68	20	Vatican/Overall Structure	3	1	5	0	1
69	1	Education System	2	2	3	1	1
69	2	Mass	2	2	3	1	1
69	3	Mass	2	2	3	1	1
69	4	Family	2	2	3	1	1
69	5	Nuns	2	2	3	1	1
69	6	Morality	2	2	3	1	1
69	7	State Influence	2	2	3	1	1
69	8	Clergy	2	2	3	1	1
69	9	Children	2	2	3	1	1
69	10	Christmas/Other Religious Occasion	2	2	3	1	1
69	11	Christmas/Other Religious Occasion	2	2	3	1	1
69	12	Sacraments/Rites of Passage	2	2	3	1	1
69	13	Night	2	2	3	1	1
69	14	Rain	2	2	3	1	1
69	15	Water	2	2	3	1	1
69	16	Dark	2	2	3	1	1
69	17	Churches/Buildings	2	2	3	1	1
69	18	Community	2	2	3	1	1
69	19	Confession	2	2	3	1	1
69	20	Sacraments/Rites of Passage	2	2	3	1	1
70	1	Jesus	2	1	2	1	1
70	2	Prayer	2	1	2	1	1
70	3	Religion	2	1	2	1	1
70	4	Persecution	2	1	2	1	1
70	5	Outdated/Conservative	2	1	2	1	1
70	6	Comforting/Caring	2	1	2	1	1
70	7	Belief/Faith	2	1	2	1	1
70	8	Tolerant	2	1	2	1	1
70	9	Forgiveness	2	1	2	1	1
70	10	Good/Holy	2	1	2	1	1
70	11	Other Theological/Scriptural Association	2	1	2	1	1
70	12	God	2	1	2	1	1
70	13	Christmas/Other Religious Occasion	2	1	2	1	1
70	14	Communion	2	1	2	1	1
70	15	Prayer	2	1	2	1	1
70	16	Death	2	1	2	1	1
70	17	Sacraments/Rites of Passage	2	1	2	1	1
70	18	Sacraments/Rites of Passage	2	1	2	1	1
70	19	Sacraments/Rites of Passage	2	1	2	1	1
70	20	Sacraments/Rites of Passage	2	1	2	1	1
70	21	Ownership of marriage	2	1	2	1	1
70	22	Annulment	2	1	2	1	1
70	23	Other Rituals	2	1	2	1	1
70	24	Other Theological/Scriptural Association	2	1	2	1	1
70	25	Clergy	2	1	2	1	1
70	26	Clergy	2	1	2	1	1
70	27	Nuns	2	1	2	1	1
70	28	Clergy	2	1	2	1	1
70	29	Pope	2	1	2	1	1
70	30	Vatican/Overall Structure	2	1	2	1	1
71	1	Pope	2	1	1	0	0
71	2	Mass	2	1	1	0	0
71	3	Sacraments/Rites of Passage	2	1	1	0	0
71	4	Sacraments/Rites of Passage	2	1	1	0	0
71	5	Education System	2	1	1	0	0
71	6	Abuse/Paedophilia	2	1	1	0	0
71	7	Old People	2	1	1	0	0
71	8	Comforting/Caring	2	1	1	0	0
71	9	Comforting/Caring	2	1	1	0	0
71	10	Foreign Clergy	2	1	1	0	0
71	11	Celibacy	2	1	1	0	0
71	12	Sacraments/Rites of Passage	2	1	1	0	0
71	13	Religious Artifacts	2	1	1	0	0
71	14	Outdated/Conservative	2	1	1	0	0
71	15	Liturgical Changes	2	1	1	0	0
71	16	Missionaries	2	1	1	0	0
71	17	Donations/Collections	2	1	1	0	0
71	18	Communion	2	1	1	0	0
71	19	Christmas/Other Religious Occasion	2	1	1	0	0
71	20	Christmas/Other Religious Occasion	2	1	1	0	0
72	1	Irish	3	1	2	1	1
72	2	Community	3	1	2	1	1
72	3	Tradition	3	1	2	1	1
72	4	Morality	3	1	2	1	1
72	5	Love	3	1	2	1	1
72	6	Knowledge	3	1	2	1	1
72	7	Tradition	3	1	2	1	1
72	8	Community	3	1	2	1	1
72	9	Childcare	3	1	2	1	1
73	1	Clergy	3	2	6	1	0
73	2	Clergy	3	2	6	1	0
73	3	Communion	3	2	6	1	0
73	4	Churches/Buildings	3	2	6	1	0
73	5	Religion	3	2	6	1	0
73	6	Graveyard	3	2	6	1	0
73	7	Bible/Gospel	3	2	6	1	0
73	8	Candles	3	2	6	1	0
73	9	Christmas/Other Religious Occasion	3	2	6	1	0
73	10	Sacraments/Rites of Passage	3	2	6	1	0
73	11	Sacraments/Rites of Passage	3	2	6	1	0
73	12	Death	3	2	6	1	0
73	13	Sacraments/Rites of Passage	3	2	6	1	0
73	14	Flowers	3	2	6	1	0
73	15	Communion	3	2	6	1	0
73	16	God	3	2	6	1	0
73	17	Robes	3	2	6	1	0
73	18	Religious Artifacts	3	2	6	1	0
73	19	Communion	3	2	6	1	0
73	20	Other Theological/Scriptural Association	3	2	6	1	0
74	1	Belief/Faith	3	2	2	1	1
74	2	Education System	3	2	2	1	1
74	3	Health care	3	2	2	1	1
74	4	Scandal	3	2	2	1	1
74	5	Religious Orders	3	2	2	1	1
74	6	Mass	3	2	2	1	1
74	7	Clergy	3	2	2	1	1
74	8	Abortion	3	2	2	1	1
74	9	Candles	3	2	2	1	1
74	10	Nuns	3	2	2	1	1
74	11	Convents	3	2	2	1	1
74	12	Money	3	2	2	1	1
74	13	Communion	3	2	2	1	1
74	14	Bible/Gospel	3	2	2	1	1
74	15	Other Rituals	3	2	2	1	1
74	16	Christmas/Other Religious Occasion	3	2	2	1	1
74	17	Christmas/Other Religious Occasion	3	2	2	1	1
74	18	Religious Artifacts	3	2	2	1	1
74	19	Prayer	3	2	2	1	1
74	20	Religious Artifacts	3	2	2	1	1
75	1	Pope	4	2	3	1	0
75	2	Clergy	4	2	3	1	0
75	3	Tradition	4	2	3	1	0
75	4	Bible/Gospel	4	2	3	1	0
75	5	Communion	4	2	3	1	0
75	6	Clergy	4	2	3	1	0
75	7	Communion	4	2	3	1	0
75	8	Altar Boys	4	2	3	1	0
75	9	Other Rituals	4	2	3	1	0
75	10	Mass	4	2	3	1	0
75	11	Candles	4	2	3	1	0
75	12	Religious Artifacts	4	2	3	1	0
75	13	Saints	4	2	3	1	0
75	14	Sin	4	2	3	1	0
75	15	Christmas/Other Religious Occasion	4	2	3	1	0
75	16	Christmas/Other Religious Occasion	4	2	3	1	0
75	17	Christmas/Other Religious Occasion	4	2	3	1	0
75	18	Confession	4	2	3	1	0
75	19	Sacraments/Rites of Passage	4	2	3	1	0
75	20	Sacraments/Rites of Passage	4	2	3	1	0
75	21	Love	4	2	3	1	0
75	22	Love	4	2	3	1	0
76	1	Sacraments/Rites of Passage	1	2	3	1	0
76	2	Churches/Buildings	1	2	3	1	0
76	3	Clergy	1	2	3	1	0
76	4	Morality	1	2	3	1	0
76	5	Morality	1	2	3	1	0
77	1	Outdated/Conservative	3	2	3	0	1
77	2	Outdated/Conservative	3	2	3	0	1
77	3	Outdated/Conservative	3	2	3	0	1
77	4	Boring	3	2	3	0	1
77	5	Irrelevant	3	2	3	0	1
77	6	Declining	3	2	3	0	1
77	7	Authoritarian/Dominant	3	2	3	0	1
77	8	Outdated/Conservative	3	2	3	0	1
77	9	Authoritarian/Dominant	3	2	3	0	1
77	10	Irrelevant	3	2	3	0	1
77	11	Irrelevant	3	2	3	0	1
77	12	Outdated/Conservative	3	2	3	0	1
78	1	Churches/Buildings	1	1	3	1	1
78	2	Pope	1	1	3	1	1
78	3	Clergy	1	1	3	1	1
78	4	Nuns	1	1	3	1	1
78	5	The Cross	1	1	3	1	1
78	6	Jesus	1	1	3	1	1
78	7	God	1	1	3	1	1
78	8	Mary	1	1	3	1	1
78	9	Joseph	1	1	3	1	1
78	10	Christmas/Other Religious Occasion	1	1	3	1	1
78	11	Christmas/Other Religious Occasion	1	1	3	1	1
79	1	Mass	2	2	4	1	0
79	2	Clergy	2	2	4	1	0
79	3	Scandal	2	2	4	1	0
79	4	Churches/Buildings	2	2	4	1	0
79	5	Hypocrisy	2	2	4	1	0
79	6	Mass	2	2	4	1	0
79	7	Clergy	2	2	4	1	0
79	8	Fear	2	2	4	1	0
80	1	Corrupt/Materialistic	4	2	4	1	1
80	2	Tradition	4	2	4	1	1
80	3	Abuse/Paedophilia	4	2	4	1	1
81	1	Religion	4	1	2	1	0
81	2	God	4	1	2	1	0
81	3	Pope	4	1	2	1	0
81	4	Afterlife	4	1	2	1	0
81	5	Afterlife	4	1	2	1	0
81	6	Jesus	4	1	2	1	0
81	7	Christmas/Other Religious Occasion	4	1	2	1	0
81	8	Christmas/Other Religious Occasion	4	1	2	1	0
81	9	Clergy	4	1	2	1	0
81	10	Good/Holy	4	1	2	1	0
81	11	Corrupt/Materialistic	4	1	2	1	0
